seed,horizon,arm,k,next_k,space,block,coordinate_count,delta_k_norm,b_norm,R_norm,delta_norm,feedback_gain_G,cos_R_delta_k,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,carryover_rule,carryover_retention_min,carryover_retention_max,carryover_norm,corrected_R_norm,corrected_R_over_delta_k,corrected_R_over_b,cos_corrected_R_delta_k,cos_corrected_R_b,cos_corrected_R_R,closure_l2,closure_relative,closure_max_abs,closure_pass
3,16,D,16,17,state,v,55732739,261.14732331412563,0.23039759954543867,260.61138335630295,260.7401369731751,0.9979477486078691,0.9999957007747005,0.5585282955160191,0.5591361231531904,0.9999997313865547,1131.1375807320665,radam_beta2_per_parameter_group,0.999,0.999,260.88618048799134,0.8124786471895654,0.0031111888756074333,3.5264197578123184,-0.33959976633862754,-0.007814290292577781,-0.33684026496615443,0.0,0.0,0.0,True
3,16,D,16,17,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,D,16,17,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,D,16,17,observable,residual,393216,0.3225661459599253,0.22248317234355375,0.32963683834314,0.2952753443842776,1.021920131643614,0.3206127674463058,-0.4838627288350237,0.21330664214321765,0.751791599518782,1.4816259354398358,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,D,16,17,observable,feature,49152,0.054714625197073166,0.025088109256620212,0.04296114040796882,0.04670100469002509,0.785185683959815,-0.5528613707890854,-0.13642847050176612,0.4117039174503266,0.8466286388642077,1.7124104478551847,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,B,64,65,state,theta,55732739,2.1512723495458936,0.002416188521706904,2.1795687623271727,2.179573085554745,1.0131533382034368,0.9993870875555291,0.0012349962178367434,0.0023435542187363718,0.9999993855476119,902.0689994783303,identity_parameter_carryover,1.0,1.0,2.1512723495462542,0.08092212996797447,0.03761593923012868,33.491645722581055,0.3331663164770577,-0.012808655756414026,0.36596854762858055,0.0,0.0,0.0,True
3,64,B,64,65,state,EMA,55732771,0.047110655034927174,1.7473019024344752e-05,0.04842740314272471,0.048427411159637355,1.0279501124919896,0.9998846573381284,0.00027841246778303216,0.0006392208689329059,0.9999999349086346,2771.5532773845166,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.04707767771286702,0.001532216237022469,0.032523772719494255,87.69041199392433,0.8772519516460143,-0.005740843119611793,0.884441413539324,0.0,0.0,0.0,True
3,64,B,64,65,state,m,55732739,246.2943154461929,4.986484821691825,221.25203795305214,221.63193849367462,0.8983237698857419,0.9991988545675642,0.06498266083234815,0.08737021881443995,0.9997479357483922,44.37034220791738,radam_beta1_per_parameter_group,0.9,0.9,221.664878333872,8.874281794685762,0.036031208347658744,1.7796668619307816,-0.06649500817026908,-0.33687552023822015,-0.026509703721391723,0.0,0.0,0.0,True
3,64,B,64,65,state,v,55732739,1860.4860872314018,0.2682832950541113,1858.683658277447,1858.741953481303,0.9990312053573929,0.9999999719255409,0.21722096394982218,0.21735848726455662,0.9999999900750652,6928.06332911097,radam_beta2_per_parameter_group,0.999,0.999,1858.625618787478,0.4442238778812226,0.000238767642999295,1.655801483247867,0.1305362258045481,-0.11791498022948022,0.13077115224788644,0.0,0.0,0.0,True
3,64,B,64,65,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,B,64,65,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,B,64,65,observable,residual,393216,0.5256567456744603,0.2332661923650613,0.5343075014340991,0.5155515812157276,1.016457043176606,0.6999983632684823,-0.29728274004537214,0.14436148975904886,0.9018719087456433,2.290548390303849,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,B,64,65,observable,feature,49152,0.08328160065559034,0.03292534761577374,0.0881556835155654,0.08866950164150363,1.0585253263818948,0.6337064147139977,-0.17109443384335765,0.2012236510219919,0.9306733237296388,2.6774412390207276,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,C,64,65,state,theta,55732739,2.040393131335647,0.0024165148713213226,2.07174173956203,2.0717369358252435,1.0153640039975347,0.9993231807504023,-0.002571084231924636,-0.0014046704470843123,0.9999993197367524,857.3262942219037,identity_parameter_carryover,1.0,1.0,2.040393131335634,0.08188279467838576,0.040130891160560345,33.884664088002566,0.3657229049703167,-0.030306046313293082,0.39971260999312114,0.0,0.0,0.0,True
3,64,C,64,65,state,EMA,55732771,0.043336705424426386,1.7331203423335774e-05,0.04457266907623353,0.04457267170673362,1.028520018762444,0.9998654417509818,-4.2636864490152054e-05,0.00034619339566393733,0.9999999244055118,2571.816162299394,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0433063698552348,0.001457046342308496,0.033621530017998176,84.0706964610802,0.8649701550995363,-0.0062920694767385765,0.8730857855106039,0.0,0.0,0.0,True
3,64,C,64,65,state,m,55732739,267.00354479846277,4.795393222000143,241.42891450469799,240.88123365411224,0.9042161394783399,0.9990459202465348,-0.12401152085075358,-0.10438577244742853,0.9998048699965587,50.346009874034635,radam_beta1_per_parameter_group,0.9,0.9,240.30318380546706,10.581649685647376,0.03963112060416472,2.2066281524320552,0.0846170764106589,-0.4360539435065456,0.12805178176745455,0.0,0.0,0.0,True
3,64,C,64,65,state,v,55732739,1205.441983461724,0.2477683855325808,1204.1057792074178,1204.1209357480136,0.9988915233809353,0.9999998792672649,0.061069713760924564,0.0612747120900861,0.9999999789089188,4859.803952062647,radam_beta2_per_parameter_group,0.999,0.999,1204.2365628973364,0.6059978681052987,0.0005027184023946356,2.4458240174697825,-0.21605532262327978,-0.39231784688454446,-0.21557551130468822,0.0,0.0,0.0,True
3,64,C,64,65,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,C,64,65,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,C,64,65,observable,residual,393216,0.3823093396259106,0.22820112604011816,0.3852290489164057,0.36526410642756985,1.0076370336475484,0.35715401383532425,-0.3814101544875818,0.2224988810827031,0.8163704479359618,1.688111954577655,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,C,64,65,observable,feature,49152,0.11290966720581033,0.03219284543554909,0.11048924275339642,0.10613325597779177,0.9785631778720771,0.8823351268368816,-0.2783250730202756,0.01357650686375427,0.9566197301820424,3.4321055271302052,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,D,64,65,state,theta,55732739,1.9872426812099682,0.0007846857742994572,2.0117121587867586,2.0117154487932534,1.0123132810140187,0.9994366809288375,0.003997743481757874,0.004387794978438546,0.9999999239285767,2563.7168719959936,identity_parameter_carryover,1.0,1.0,1.9872426812106319,0.07143377723719055,0.03594617703847666,91.03488246739835,0.3266835753890993,0.054421907881848634,0.3582189024178505,0.0,0.0,0.0,True
3,64,D,64,65,state,EMA,55732771,0.042742029044932545,1.0072246817892914e-05,0.043954959924966,0.04395495978014907,1.0283779433764917,0.9998779651938853,-0.00012895245233917834,0.00010019681431007121,0.9999999737453067,4363.9677144211655,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.04271210974766161,0.0014152367531231264,0.033111127027576515,140.50854578037337,0.874402208366438,-0.0033994734707263434,0.8818754449252789,0.0,0.0,0.0,True
3,64,D,64,65,state,m,55732739,229.71745690390696,1.6696247521268615,207.3478740239269,207.6916089737991,0.902621319330827,0.9994305570725481,0.20202007461876173,0.2097246872403842,0.9999690058115768,124.18830863629421,radam_beta1_per_parameter_group,0.9,0.9,206.74570562315245,7.013179324597695,0.03052958803880271,4.200452416427053,0.06902655671323922,0.17440497430110824,0.10264934628685768,0.0,0.0,0.0,True
3,64,D,64,65,state,v,55732739,1239.1262106211552,0.14477582907093423,1237.8585589803788,1237.9220363496631,0.9989769793989419,0.9999999501510035,0.43840557502518324,0.4385000454304705,0.9999999944756683,8550.174203277253,radam_beta2_per_parameter_group,0.999,0.999,1237.887106166411,0.39189705179298784,0.00031626887433567865,2.706923208852593,-0.0730010391955252,-0.03416357254562639,-0.07268612813559903,0.0,0.0,0.0,True
3,64,D,64,65,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,D,64,65,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,D,64,65,observable,residual,393216,0.33495034238907523,0.21056763647239546,0.3326953678213778,0.3547395274635403,0.9932677346987809,0.2713734629709425,-0.20829959378054846,0.3982283212491779,0.8142149163530522,1.5799928868223432,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,64,D,64,65,observable,feature,49152,0.08316433278416277,0.0327780468269308,0.047467050428770655,0.0544060704600377,0.5707621144747517,0.22750814349702658,-0.11810081377053143,0.4994323117668386,0.801306472900365,1.4481354145168652,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,B,128,129,state,theta,55732739,3.310012217920288,0.001659680899784921,3.327182859239374,3.3271702672738988,1.0051874857821144,0.9997352225626795,-0.007836377787159501,-0.007337580884364935,0.9999998755936639,2004.7123875864002,identity_parameter_carryover,1.0,1.0,3.3100122179200158,0.07827405180303339,0.023647662500839262,47.16210918205841,0.2081108361348727,-0.016887536448400298,0.2305624591571268,0.0,0.0,0.0,True
3,128,B,128,129,state,EMA,55732771,0.1531310362302906,1.4676529040229823e-05,0.15505741936325354,0.15505741591263722,1.0125799653707424,0.9999724170755858,-0.00028243730668454524,-0.0001877850904118573,0.9999999955204785,10564.99250866644,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.15302384497126661,0.002333317706615978,0.015237392523792172,158.98293801076008,0.8697047338023252,-0.0036471724486765635,0.8733466648611429,0.0,0.0,0.0,True
3,128,B,128,129,state,m,55732739,221.03420197084318,3.881159387410583,201.76849697550264,201.06811675796075,0.9128383534151792,0.9991552444707368,-0.18976109485945108,-0.17111938014630276,0.9998203950098136,51.98665574776041,radam_beta1_per_parameter_group,0.9,0.9,198.9307764658441,8.710120122055667,0.03940620973764335,2.2442057263375754,0.3062271723961,-0.3164736359894574,0.34508920013245614,0.0,0.0,0.0,True
3,128,B,128,129,state,v,55732739,2365.8156026202396,0.2675346233308311,2363.3286258765356,2363.350198642773,0.9989487867351329,0.9999999403971709,0.08057918500035399,0.08069165090048257,0.9999999936343208,8833.729991478758,radam_beta2_per_parameter_group,0.999,0.999,2363.449808877455,0.8249488120074076,0.00034869531297948255,3.0835216830506558,-0.14706835166572496,-0.2836324070873618,-0.14672683544227602,0.0,0.0,0.0,True
3,128,B,128,129,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,B,128,129,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,B,128,129,observable,residual,393216,0.8181602149015545,0.16583407891124458,0.7910675024206281,0.7998655550079049,0.966885810398167,0.9096660066677246,-0.051468274469831064,0.15642528771133224,0.9783298000912652,4.770234849279757,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,B,128,129,observable,feature,49152,0.18710892851184127,0.029560030165124485,0.1610128688461786,0.15387121658444267,0.8605301207525692,0.9349046938904271,-0.32803428202086693,-0.15115049571463013,0.9833948735396287,5.446979179207497,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,C,128,129,state,theta,55732739,3.446164776881097,0.0015864995658330103,3.464424537574044,3.464433198275086,1.0052985744661558,0.9997065931886348,0.005230036624046153,0.005687962691386481,0.9999998951487334,2183.690819830138,identity_parameter_carryover,1.0,1.0,3.44616477687781,0.08567014464282097,0.02485956133541459,53.99947563038811,0.20127519349176137,-0.024511563257719783,0.22494287823604095,0.0,0.0,0.0,True
3,128,C,128,129,state,EMA,55732771,0.1488615923483664,1.4237714465469188e-05,0.15085306810087687,0.15085307167113815,1.013378036074275,0.9999663725144876,0.0002035701784616329,0.0002979515097858558,0.9999999955460825,10595.314891778571,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.14875738968711158,0.0024292187571198992,0.016318640146177083,170.61858931161302,0.8606082092342623,-0.0023787104968825802,0.864755693396398,0.0,0.0,0.0,True
3,128,C,128,129,state,m,55732739,214.89244312449227,4.298593043145396,197.5042511774379,196.75300925422937,0.9190842093177704,0.9975442951936854,-0.18531451278954322,-0.16417441928894272,0.9997695092317297,45.946254785011874,radam_beta1_per_parameter_group,0.9,0.9,193.40319406575148,14.297708362305036,0.06653425385471576,3.3261367658667726,0.25291080788415093,-0.630727189812256,0.32005116850496607,0.0,0.0,0.0,True
3,128,C,128,129,state,v,55732739,1221.7004767140506,0.3849681898267393,1220.9138970779964,1220.7202276129426,0.9993561599990778,0.9999997238913549,-0.5031968927641376,-0.5029613643356861,0.9999999628646441,3171.4669662121614,radam_beta2_per_parameter_group,0.999,0.999,1220.4787978901218,1.006069367372016,0.0008234992017666987,2.6133831156927863,0.4321392710020642,-0.7296503518328963,0.43280929627184594,0.0,0.0,0.0,True
3,128,C,128,129,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,C,128,129,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,C,128,129,observable,residual,393216,0.6619177316072645,0.2149406206294248,0.6325904174211916,0.6633720734250295,0.9556934150791511,0.8088683773822531,-0.023194924298830695,0.30189352522963525,0.9460827658248966,2.943093844098595,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,C,128,129,observable,feature,49152,0.11593744197835532,0.028987920444088877,0.09981094386077355,0.09395166164707426,0.8609034506678829,0.8778454477491374,-0.3414096932153202,-0.054160865169837404,0.9570260414633878,3.4431908992328792,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,D,128,129,state,theta,55732739,3.140992769319601,0.0007849988877981234,3.1557651297278357,3.1557656756161743,1.004703086410299,0.9997261819573366,0.0005710248381274111,0.0008197754288787527,0.9999999690615556,4020.0886635388424,identity_parameter_carryover,1.0,1.0,3.1409927693194235,0.07514333272462434,0.023923433845058427,95.72412635563988,0.18508967426898343,0.017725866553020202,0.2080347029298094,0.0,0.0,0.0,True
3,128,D,128,129,state,EMA,55732771,0.14118385527275992,1.0083939092350962e-05,0.14300749532821777,0.14300749164898346,1.0129167747398218,0.9999701629632715,-0.00040011750514056,-0.00032960415298012737,0.9999999975139334,14181.709550060075,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.14108502700380357,0.0022135675899807032,0.0156786169757456,219.5141769211771,0.866565544782087,-0.0023180786025118485,0.8703948739904,0.0,0.0,0.0,True
3,128,D,128,129,state,m,55732739,195.53340020372286,2.1109445834547995,176.99756531797658,177.03282985716433,0.9052037408113698,0.9991883588972228,0.010744035035759332,0.022665923770821165,0.9999289144469161,83.84756601629971,radam_beta1_per_parameter_group,0.9,0.9,175.98005578075194,7.18313226262733,0.03673608833653662,3.4028047533447427,0.1216532017192059,0.13825651155673338,0.1615370770294644,0.0,0.0,0.0,True
3,128,D,128,129,state,v,55732739,1774.8467661942843,0.281382976853913,1772.8749999236002,1773.0492933905857,0.9988890498558858,0.9999998983519373,0.6193683302909576,0.6194661454638765,0.999999992237983,6300.576601135443,radam_beta2_per_parameter_group,0.999,0.999,1773.0719487426506,0.8233043617352322,0.00046387348892130157,2.9259210025440567,-0.2394363949982344,-0.35107699214517785,-0.23899860223569006,0.0,0.0,0.0,True
3,128,D,128,129,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,D,128,129,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,D,128,129,observable,residual,393216,0.4366288996069434,0.1736346201729486,0.43455830697271436,0.45797736276113,0.9952577746546484,0.6455916588511813,-0.06127305217559894,0.32099382700962303,0.9256334882483549,2.5027169497642405,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,128,D,128,129,observable,feature,49152,0.09855308025670324,0.024486353149682866,0.099348466926711,0.09581579510691379,1.0080706424186439,0.8489834644339707,-0.26494070471228554,-0.019152371359205285,0.9691620798406289,4.057299440198497,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,B,256,257,state,theta,55732739,5.685514430938774,0.0017782147425467554,5.7046307524844275,5.7046295752696485,1.0033622852914819,0.9998228884461411,-0.0008178776556787425,-0.0005061635020660525,0.9999999514171211,3208.0662790559636,identity_parameter_carryover,1.0,1.0,5.685514430946726,0.10887709206023609,0.01914991042283902,61.228314812137114,0.16629729154521747,0.005894754804102863,0.18482576501793507,0.0,0.0,0.0,True
3,256,B,256,257,state,EMA,55732771,0.46698641039003186,1.5069947894703788e-05,0.46998374846063884,0.4699837548246143,1.0064184695826663,0.9999887931704929,0.00040626337529544286,0.0004383281970143921,0.9999999994859233,31186.81973849497,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.4666595213256558,0.003995785695454212,0.008556535279296224,265.14927081191166,0.8306151431040403,-0.0019522391885207755,0.8332421111708656,0.0,0.0,0.0,True
3,256,B,256,257,state,m,55732739,323.4329082512906,7.7986711492408025,289.0028972214154,286.3112859852106,0.8935482130868241,0.9990915959472843,-0.3570223312674429,-0.3331402624649629,0.9996762666271909,37.05796688831401,radam_beta1_per_parameter_group,0.9,0.9,291.08960986575516,12.537730702808773,0.038764548637294526,1.6076752645262284,-0.18737394374690836,0.2763937313217328,-0.14534413893643192,0.0,0.0,0.0,True
3,256,B,256,257,state,v,55732739,5401.998479195586,0.6531395935930888,5396.9449717568095,5397.41509196834,0.9990645115028747,0.9999999935350861,0.7197560373574297,0.7198143555945297,0.9999999964713097,8263.080396132207,radam_beta2_per_parameter_group,0.999,0.999,5396.596513352585,0.7056863055527554,0.00013063430289188816,1.0804524981720884,0.4937371048540322,0.2788132024214092,0.49383598463151396,0.0,0.0,0.0,True
3,256,B,256,257,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,B,256,257,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,B,256,257,observable,residual,393216,0.4538058539077554,0.20959135948182145,0.41629904107654453,0.41036089467111314,0.9173505310514685,0.6343630804417566,-0.2798616878738783,0.22683742138847454,0.871531508222333,1.9862414276321898,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,B,256,257,observable,feature,49152,0.10398254498640447,0.02606682128047478,0.1038550858955659,0.10489192546426813,0.9987742260890495,0.9178746347103227,-0.08552135157132565,0.1638352417601868,0.9688621470020661,3.9841868242430474,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,C,256,257,state,theta,55732739,5.9493377806153305,0.001760644153582758,5.965254855889934,5.965260635613525,1.0026754364706718,0.9998590253463455,0.0031351590491148435,0.0034303055885164667,0.9999999564437909,3388.1093142820246,identity_parameter_carryover,1.0,1.0,5.949337780610393,0.10128939417523544,0.017025322466185343,57.5297364712343,0.1488420941307282,-0.04387528750106174,0.16542483296563018,0.0,0.0,0.0,True
3,256,C,256,257,state,EMA,55732771,0.4819711948499728,1.4928236183279868e-05,0.485174919954735,0.485174924578462,1.0066471298264192,0.9999894792863019,0.00029434591466280833,0.00032511468292772825,0.9999999995266416,32500.48525479168,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.48163381647665826,0.004178074206895307,0.008668721806488562,279.8772846034478,0.8463227115054679,-0.001613110715186711,0.8487572106115785,0.0,0.0,0.0,True
3,256,C,256,257,state,m,55732739,366.3771636052342,7.503790282238662,325.33709191277774,321.363576704131,0.8879840891593437,0.9992335271397507,-0.5378330048861195,-0.5211332198244402,0.9998062292325608,43.3563678722265,radam_beta1_per_parameter_group,0.9,0.9,329.7394388607072,13.558380084092779,0.03700661894610256,1.806870871136314,-0.3430873725667555,0.1802951770589202,-0.3060550435992561,0.0,0.0,0.0,True
3,256,C,256,257,state,v,55732739,3911.96652897577,0.616413935762671,3908.4360711494783,3908.8686908346376,0.9990975235089202,0.9999999822467558,0.7017930560180682,0.70187308030887,0.9999999936898853,6340.603033761208,radam_beta2_per_parameter_group,0.999,0.999,3908.054578158533,0.8293791154536827,0.00021201079030469888,1.3454905337717844,0.45989053307470384,0.06287863151121133,0.4600578476210406,0.0,0.0,0.0,True
3,256,C,256,257,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,C,256,257,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,C,256,257,observable,residual,393216,0.47330336846936316,0.1936030397147658,0.42802861245114354,0.44001005082171274,0.9043430513401253,0.5720957885293004,-0.16340386362325846,0.2810424681618305,0.9008728937265977,2.210856880562183,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,C,256,257,observable,feature,49152,0.16054278141892775,0.026324830592194634,0.15923973078986994,0.16194220341369173,0.9918834679607452,0.9649243852407612,0.020871945716845936,0.183080586679848,0.9867049963301026,6.049031549592758,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,D,256,257,state,theta,55732739,5.639271663112827,0.0005917311692844966,5.653309612589206,5.653301171080915,1.0024893195992317,0.9998685953986262,-0.01431810700660425,-0.014213458362394056,0.9999999945232165,9553.847939808573,identity_parameter_carryover,1.0,1.0,5.639271663114617,0.0926043498591274,0.01642133158167639,156.49733302219278,0.14356861852312663,0.006171237614529013,0.15959267293612212,0.0,0.0,0.0,True
3,256,D,256,257,state,EMA,55732771,0.45153727163626384,8.703389414222962e-06,0.4545701153098341,0.4545701148862169,1.006716707266667,0.9999891152283026,-5.8245887094840526e-05,-3.9099469183650874e-05,0.999999999816708,52229.09072263062,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.45122119692140633,0.00395985376041239,0.008769716276272876,454.9783506114584,0.8444681795910443,-0.0017400661021062303,0.84695800174943,0.0,0.0,0.0,True
3,256,D,256,257,state,m,55732739,339.94964881583826,1.7136202112638566,299.68262392377954,298.8136781162015,0.8815500323876708,0.9993196396939534,-0.5092058115110351,-0.5049518296847322,0.9999878199594363,174.88275520674026,radam_beta1_per_parameter_group,0.9,0.9,305.9546760510005,12.810236802642716,0.03768274756942737,7.475540215060084,-0.5055288507714754,0.6556656280299461,-0.473363044686506,0.0,0.0,0.0,True
3,256,D,256,257,state,v,55732739,5012.281531343575,0.20893704460985346,5007.8643930350145,5008.032683304247,0.9991187369901434,0.9999999941314288,0.8054518941115629,0.8054665480351961,0.9999999996943113,23968.293427267345,radam_beta2_per_parameter_group,0.999,0.999,5007.269302522137,0.8052818089726372,0.00016066172738640565,3.854183974298736,0.7389476792349888,0.8433945018069441,0.7390206690769582,0.0,0.0,0.0,True
3,256,D,256,257,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,D,256,257,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,D,256,257,observable,residual,393216,0.4049043177449989,0.203738195491195,0.35651462905430426,0.3844798213284598,0.8804910528981577,0.506704229188193,-0.1430922751240342,0.3972216424183735,0.8514393967431138,1.7498664312539856,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,256,D,256,257,observable,feature,49152,0.10947985662731234,0.02338386141252235,0.1135494428394184,0.11400349013069468,1.0371720089656273,0.9185838054308236,-0.08351180711999708,0.1219361111453457,0.9788877006088117,4.85588931769033,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,500,B,500,501,state,theta,55732739,8.566766768009776,0.002125987173010193,8.574311860828775,8.574328901576823,1.0008807398430846,0.999925305321328,0.007891485705950253,0.008139417960543318,0.999999969262824,4033.0967042893185,identity_parameter_carryover,1.0,1.0,8.566766768008508,0.10502472893294855,0.012259552731741733,49.40045277142648,0.06574296759571908,-0.009070783479203131,0.07793388085319526,0.0,0.0,0.0,True
3,500,B,500,501,state,EMA,55732771,1.3698322530415186,1.6653924389195172e-05,1.3740335410405315,1.3740335468047367,1.0030670091098268,0.9999974966618544,0.0003400566902837268,0.00035217715303936125,0.9999999999265474,82505.09062788737,ema_transition_carryover_counterfactual_map,0.9993,1.0,1.3688733746468635,0.0060036875493680985,0.004382790327821352,360.49686602775773,0.8589265648302656,-0.0005272615035282219,0.8600702658422151,0.0,0.0,0.0,True
3,500,B,500,501,state,m,55732739,344.77186225556693,7.078700161733779,308.7203820148908,307.17172266732,0.8954338094622336,0.9990570364321826,-0.22969320839384544,-0.20780648142203226,0.9997484468844834,43.612580694373726,radam_beta1_per_parameter_group,0.9,0.9,310.29466793564023,13.532901451486023,0.039251757272043775,1.911777747649566,-0.13784168903612365,0.4537332196152583,-0.09470913256428858,0.0,0.0,0.0,True
3,500,B,500,501,state,v,55732739,8150.577949784205,1.4853687189652371,8143.861602992493,8144.9055467622675,0.9991759668046744,0.9999999794260919,0.7027717817016947,0.7028640743000029,0.99999999158386,5482.72055215072,radam_beta2_per_parameter_group,0.999,0.999,8142.4274809212575,2.1875488665837697,0.00026839187111162927,1.4727312071764223,0.6555074229779176,0.8841167987724042,0.6556605989555632,0.0,0.0,0.0,True
3,500,B,500,501,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,500,B,500,501,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,500,B,500,501,observable,residual,393216,0.5072104523476466,0.23586069654774916,0.50571414357567,0.5135522519664178,0.9970499252035306,0.6705795628515848,-0.19970619761623515,0.26261485045989147,0.8930177970108327,2.1441221491232643,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,500,B,500,501,observable,feature,49152,0.8030799572521277,0.03409174473033371,0.8049021356880034,0.8100462893419298,1.0022689875639663,0.9972547534186276,0.1301960798550619,0.17145544556065878,0.9991290101023848,23.609883919253566,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,500,C,500,501,state,theta,55732739,8.912315121884783,0.002068312137697106,8.922703646572916,8.922720042012775,1.0011656370478446,0.9999249249940254,0.0078110715699274726,0.008042860089796402,0.999999973135353,4314.002458307675,identity_parameter_carryover,1.0,1.0,8.912315121883982,0.10976403182673661,0.012315995375567873,53.06937469745246,0.088541323579425,-0.01921249256385628,0.10073989280384439,0.0,0.0,0.0,True
