arm,k,next_k,space,block,coordinate_count,delta_k_norm,b_norm,R_norm,delta_norm,feedback_gain_G,cos_R_delta_k,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,carryover_rule,carryover_retention_min,carryover_retention_max,carryover_norm,corrected_R_norm,corrected_R_over_delta_k,corrected_R_over_b,cos_corrected_R_delta_k,cos_corrected_R_b,cos_corrected_R_R,closure_l2,closure_relative,closure_max_abs,closure_pass
B,18,19,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,18,19,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,18,19,observable,residual,393216,0.18576970158930364,0.1561289634220414,0.18144292870680517,0.1748761690330652,0.9767089420638462,-0.02726236660496185,-0.4715413543944575,0.40354909113427617,0.6165600860926134,1.1621349731012822,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,18,19,observable,feature,49152,0.038049585017455714,0.03602562049006891,0.03848917533624812,0.03916951167724827,1.0115530910150725,0.0503089213611817,-0.4489450872291515,0.4785889205314659,0.5697198930312921,1.0683834119348015,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,18,19,state,theta,55732739,0.03600536653095733,0.0013996345365165951,0.03839981148288809,0.03821637606642276,1.0665024462359527,0.9971479343135087,-0.14897097263206635,-0.11306207374208736,0.999344011537742,27.435598708829655,identity_parameter_carryover,1.0,1.0,0.03600536653097989,0.0036905141373410003,0.1024990020353745,2.6367698431663005,0.6191349178400454,-0.1778934867127537,0.6766359724936244,0.0,0.0,0.0,True
C,18,19,state,EMA,55732771,0.00031789449783279765,1.2657490173873194e-05,0.000347783006323241,0.00034767493937083873,1.0940202132915295,0.9816129152831199,-0.026733856309243232,0.009663938568915023,0.9993375519916434,27.47645872489896,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0003176719726460537,7.04948096520773e-05,0.22175536265228257,5.569414527185517,0.3364264432215804,-0.0997838291198337,0.5099963433927632,0.0,0.0,0.0,True
C,18,19,state,m,55732739,11.417496131571765,4.37821507928485,10.65517465008511,12.122633521286717,0.9332321664310727,0.9655514202151675,0.1528031282533748,0.4954665244443012,0.9341352760092312,2.4336800401833063,radam_beta1_per_parameter_group,0.9,0.9,10.27574625974693,2.772635399056944,0.24284093176874633,0.6332798523707598,0.004462453407185295,-0.09645829613030799,0.26451846395552964,0.0,0.0,0.0,True
C,18,19,state,v,55732739,2.993552279506331,1.1389725879771624,3.0145283620936323,4.050090321460417,1.0070070874428692,0.9954614080446922,0.8764602976552304,0.933580911386802,0.9907908952821268,2.6467084404967935,radam_beta2_per_parameter_group,0.999,0.999,2.9905587625419248,0.28706529263578584,0.09589453125673354,0.2520388073128427,0.03583813732409618,0.02754338348777952,0.1307804408126808,0.0,0.0,0.0,True
C,18,19,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,18,19,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,18,19,observable,residual,393216,0.18426682143232803,0.15234317832467337,0.17414890943195382,0.17055215969053591,0.9450909723100096,-0.0007983918610700165,-0.4607591474367254,0.42275908683067726,0.6095226038644227,1.14313559259482,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,18,19,observable,feature,49152,0.038860480208164176,0.03429611860543,0.0374003623358486,0.03829182029369428,0.9624266641972987,-0.03217683418525421,-0.43219706985950684,0.473516052596179,0.5896214960234113,1.0905129751308684,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,18,19,state,theta,55732739,0.04841689683341547,0.0007051927951050036,0.05155460984533173,0.05180100201167028,1.0648061568818001,0.998917692178189,0.34339253269973946,0.35537267866156513,0.99991825975905,73.1071136903139,identity_parameter_carryover,1.0,1.0,0.04841689683342145,0.003904916240750132,0.08065193137398904,5.537373988865964,0.7892397338162209,0.2735270509996447,0.8169483802928894,0.0,0.0,0.0,True
D,18,19,state,EMA,55732771,0.00037581860317445606,9.440964222764202e-06,0.0004148080428031859,0.0004149308716736036,1.1037453689077517,0.9830909765819928,0.0016322107755940638,0.02438482906615289,0.9997411153659219,43.9370421299759,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00037555553128578573,8.251697906978924e-05,0.21956597776902656,8.740312654805216,0.3906894432041368,-0.034694674693393136,0.5526473376176522,0.0,0.0,0.0,True
D,18,19,state,m,55732739,10.326470885869186,4.575562573988973,10.593284791673815,11.108215949184892,1.025837859686385,0.9027638567866496,-0.10069059375551664,0.3158849678963555,0.912168860029846,2.3151873939817182,radam_beta1_per_parameter_group,0.9,0.9,9.293823560435383,4.564516219302305,0.4420209256144246,0.9975857931111106,0.059022919668059906,-0.528663300038079,0.4826703824746812,0.0,0.0,0.0,True
D,18,19,state,v,55732739,8.69377598790092,1.517968795304971,7.724461571147448,9.189707915658193,0.8885047857107818,0.9979007793396618,0.9585609058175979,0.9709052515907142,0.9988921518318313,5.088682715375284,radam_beta2_per_parameter_group,0.999,0.999,8.685082299018983,1.0974768554526004,0.1262370754640967,0.7229903927189157,-0.8900744214681622,-0.8760652212283294,-0.8586867416540724,0.0,0.0,0.0,True
D,18,19,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,18,19,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,18,19,observable,residual,393216,0.2033624759539992,0.1541331804126655,0.1802938061869255,0.18497275971989885,0.8865637839092211,-0.03088307773283448,-0.3966995485890882,0.4466101333515249,0.6441448096197859,1.16972741173717,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,18,19,observable,feature,49152,0.0389023190934221,0.03587871085102411,0.03721962003846109,0.03793552122120385,0.956745533578086,0.018892550093425792,-0.4618412613491154,0.4926558007875803,0.5443275932083961,1.0373733937377156,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,19,20,state,theta,55732739,0.05550328103407642,0.0012845549382853234,0.05842956430528336,0.05836458744711326,1.052722707859565,0.9984375101963627,-0.06154737944889763,-0.03960675005439537,0.9997586870282903,45.48623228468339,identity_parameter_carryover,1.0,1.0,0.05550328103404923,0.004324065714156739,0.07790648829394366,3.3661975718443613,0.6556301083710617,-0.0024842412838065706,0.6967994431847983,0.0,0.0,0.0,True
B,19,20,state,EMA,55732771,0.00045794542373106057,1.2604048524485176e-05,0.0005016143939576231,0.0005015143964998805,1.0953584596845063,0.9872888436432625,-0.020496449860906818,0.004631440822903964,0.9996842746848569,39.79787867233017,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00045762486330501955,8.815215066862435e-05,0.19249488279719948,6.993955196013101,0.4266876233299389,-0.07344556258974715,0.5650057481964208,0.0,0.0,0.0,True
B,19,20,state,m,55732739,11.471331010287981,2.7946636593026204,11.07676034611103,11.751969509844754,0.9656037591607213,0.9440069920927601,0.12282056692831092,0.35356776932242906,0.9717522251528878,3.9635396943885266,radam_beta1_per_parameter_group,0.9,0.9,10.324197642891127,3.6569005522815794,0.31878607190411595,1.3085297545945551,0.0361895467709518,-0.13188978569856047,0.36387250991194153,0.0,0.0,0.0,True
B,19,20,state,v,55732739,9.437147081094462,0.20067774323479912,9.436533356197339,9.514125814894907,0.9999349671153952,0.999892605684165,0.3776086516904213,0.395621673891196,0.9998092513504961,47.02331810237823,radam_beta2_per_parameter_group,0.999,0.999,9.427710025062483,0.1385153661994584,0.014677673772505645,0.6902378109633771,0.056382922021616835,-0.06521382130090728,0.07100882890120012,0.0,0.0,0.0,True
B,19,20,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,19,20,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,19,20,observable,residual,393216,0.1748761690330652,0.16545192978590625,0.19550810645709218,0.18841746004971804,1.1179802687702174,0.07378517144551096,-0.46521225259872767,0.3953941591189708,0.6291234446813232,1.1816610825275864,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,19,20,observable,feature,49152,0.03916951167724827,0.04026044451376129,0.03863879507979308,0.03873305038294055,0.9864507731975771,-0.009299731290500485,-0.5186407362586812,0.5220552263638671,0.4584737922654151,0.9597210251016002,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,19,20,state,theta,55732739,0.03821637606642276,0.0011826128927490567,0.040671468048771336,0.04077326800867705,1.0642418835862786,0.9971767862305057,0.07164966605563057,0.10047538979617586,0.9995814379886455,34.391192839296714,identity_parameter_carryover,1.0,1.0,0.03821637606643373,0.0038475719584465805,0.10067861881407146,3.253450035964568,0.6082453451141256,-0.04612572256989433,0.6661304867455633,0.0,0.0,0.0,True
C,19,20,state,EMA,55732771,0.00034767493937083873,1.1925362475686865e-05,0.0003789966566111388,0.0003790731756170136,1.0900890852155771,0.9837249470371917,-0.009315666134804498,0.022145476642672732,0.9995050778759812,31.780724265935554,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0003474315679625729,7.268014258415236e-05,0.20904625083325293,6.094585613840321,0.3494337942456095,-0.07458145288143145,0.5121007540048028,0.0,0.0,0.0,True
C,19,20,state,m,55732739,12.122633521286717,2.436744666146318,10.269349707734417,10.244139622737958,0.8471220126964962,0.9122135344006481,-0.1289747306655196,0.10857505797875536,0.9717820712460036,4.214372498853262,radam_beta1_per_parameter_group,0.9,0.9,10.910369883664389,4.481352486851543,0.36966823083305456,1.839073477459888,-0.344210837085802,-0.18446808475734733,0.07068460587970324,0.0,0.0,0.0,True
C,19,20,state,v,55732739,4.050090321460417,0.12160097545317412,3.996004261802164,4.012229711616223,0.9866457151901861,0.9990884445458617,0.11848747872747446,0.1483158961949474,0.9995470705935531,32.86161354306683,radam_beta2_per_parameter_group,0.999,0.999,4.046040285222851,0.17882856118947327,0.04415421558425633,1.470617818015253,-0.300167951602643,-0.3961672234422887,-0.25917466717413656,0.0,0.0,0.0,True
C,19,20,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,19,20,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,19,20,observable,residual,393216,0.17055215969053591,0.1577429617798343,0.19101610154587131,0.17730416330870288,1.119986412910085,0.047901229484738524,-0.4967107636682797,0.35455009591961045,0.6354248678343558,1.2109326425129328,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,19,20,observable,feature,49152,0.03829182029369428,0.03930921474364967,0.04056511268264112,0.03918392636948618,1.0593675717558193,0.07853595786484946,-0.5190582521911695,0.46584301130360356,0.5145308867897237,1.0319491993717411,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,19,20,state,theta,55732739,0.05180100201167028,0.0006301571095038102,0.05497114224948629,0.05515143927392916,1.061198434677032,0.9989348549233183,0.28085189944392513,0.2913597004252658,0.9999398709565107,87.23402691238527,identity_parameter_carryover,1.0,1.0,0.05180100201166565,0.00401446368643378,0.07749779985972778,6.370575886376645,0.7750943187776839,0.25883910006518485,0.8034238374057979,0.0,0.0,0.0,True
D,19,20,state,EMA,55732771,0.0004149308716736036,8.922278875202152e-06,0.0004561046705115401,0.00045618648755104655,1.0992305023529918,0.9852726158546291,-0.0006101618217581053,0.018948349971815437,0.9998087162250083,51.11975055825703,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00041464042131154666,8.538005055654098e-05,0.20576933746135753,9.569309786296781,0.40696884436560254,-0.035553693055581315,0.5571654930796294,0.0,0.0,0.0,True
D,19,20,state,m,55732739,11.108215949184892,1.5571217941248283,10.216598433323568,11.000904970877253,0.9197335089684902,0.9558331997486097,0.4468180217740689,0.5565071338739438,0.9919500751914525,6.5612070114693575,radam_beta1_per_parameter_group,0.9,0.9,9.997394119034007,3.0117084929852638,0.2711244097848367,1.9341508829615848,-0.07704269802477157,-0.06402340203301948,0.21939614167968116,0.0,0.0,0.0,True
D,19,20,state,v,55732739,9.189707915658193,0.18067302082219527,9.121896018045199,9.211767740731982,0.9926208865139826,0.9999477536627324,0.48997460854823355,0.5048076093929036,0.9998538250125165,50.48842365359175,radam_beta2_per_parameter_group,0.999,0.999,9.180518264225881,0.11039554008025503,0.012012954175850776,0.6110239347184988,-0.5353371322210431,-0.2575743939433639,-0.5266752410136868,0.0,0.0,0.0,True
D,19,20,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,19,20,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,19,20,observable,residual,393216,0.18497275971989885,0.15488675462191334,0.1774447715162021,0.17709162867403752,0.9593021793311823,0.06183710276823815,-0.43871425082935855,0.4350245418116161,0.6182886555320898,1.1456420011469286,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,19,20,observable,feature,49152,0.03793552122120385,0.03624231784635287,0.0368832355430098,0.038641071144525065,0.9722612041611839,-0.024949726171635947,-0.4416534387989281,0.5163601692128245,0.5402720633194,1.0176842358530724,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,20,21,state,theta,55732739,0.05836458744711326,0.001316108047581134,0.06113077288386214,0.061421589897601304,1.0473949282903001,0.9986832748699624,0.21072834074878127,0.2311580408413111,0.999780602412787,46.44814154598779,identity_parameter_carryover,1.0,1.0,0.058364587447092095,0.004128873479726597,0.07074278531426188,3.1371842815755326,0.6504662894327685,0.10332896227709219,0.6885741521813693,0.0,0.0,0.0,True
B,20,21,state,EMA,55732771,0.0005015143964998805,1.2796197826879382e-05,0.0005466692464388949,0.000546828832119041,1.090036996453451,0.9888875161573562,0.0007693719009464844,0.02416988462913355,0.9997261654172133,42.721224994707,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0005011633379232571,9.033147343536178e-05,0.18011740852464903,7.059243273467818,0.4365151352870461,-0.05216410953294643,0.5654184092107379,0.0,0.0,0.0,True
B,20,21,state,m,55732739,11.751969509844754,5.7554449526411515,10.79379445432095,13.671181570683865,0.9184668531754504,0.9482335072594549,0.2999694664769729,0.6578256363481282,0.9158134680143826,1.8754057319873627,radam_beta1_per_parameter_group,0.9,0.9,10.576772282067974,3.444820344673237,0.293127066215367,0.5985324111374608,-0.09920247670912294,-0.21602353821407638,0.22194033363913168,0.0,0.0,0.0,True
B,20,21,state,v,55732739,9.514125814894907,0.733346690541598,9.384085600315434,10.021603541662017,0.9863318798689956,0.9996674772879456,0.8597821830226358,0.8782642674958971,0.9993015566010764,12.796247288420995,radam_beta2_per_parameter_group,0.999,0.999,9.504611852906363,0.2717413775115394,0.02856188606273345,0.3705496745486782,-0.45501599836278417,-0.6309764470029973,-0.4319023992821525,0.0,0.0,0.0,True
B,20,21,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,20,21,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,20,21,observable,residual,393216,0.18841746004971804,0.16033140183160832,0.1816825342131759,0.18383837324738164,0.9642552986609363,0.018893087201017972,-0.4277146285308536,0.44943350368366297,0.615249396733603,1.133168750086724,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,20,21,observable,feature,49152,0.03873305038294055,0.03732965375530235,0.03772119366617957,0.0384807776086111,0.9738761417766714,0.02636973591176603,-0.4742572048314598,0.5051900479246975,0.5201905383113742,1.010488709952784,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,20,21,state,theta,55732739,0.04077326800867705,0.0012009675484132378,0.0429083198409845,0.0428241173263548,1.0523640104554064,0.9978873792395683,-0.0840380146119005,-0.05615906670131077,0.9996094627327672,35.72812595783836,identity_parameter_carryover,1.0,1.0,0.040773268008667346,0.00345695803629602,0.0847849143600738,2.878477474985464,0.5913878049894727,-0.19261525919736722,0.6425274074668773,0.0,0.0,0.0,True
C,20,21,state,EMA,55732771,0.0003790731756170136,1.2033966369032869e-05,0.0004118028028908823,0.00041179021603286183,1.0863411852357925,0.9855894592377196,-0.015657249862410183,0.013565807959079046,0.9995730059787495,34.22003936711829,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0003788078255383202,7.473010039475883e-05,0.19713898318740541,6.209930965659217,0.3621121359737921,-0.0857922556396449,0.5145691329304758,0.0,0.0,0.0,True
C,20,21,state,m,55732739,10.244139622737958,4.67582882465387,8.347694545853152,7.438174393579742,0.8148751240489299,0.8680710942614976,-0.4639856846849311,0.10790524835614394,0.8306039332056107,1.7852866002790626,radam_beta1_per_parameter_group,0.9,0.9,9.21972540839384,4.589972303975622,0.44805835072646705,0.9816382241741701,-0.42992265284588904,0.046668254253777346,0.07501514211172343,0.0,0.0,0.0,True
C,20,21,state,v,55732739,4.012229711616223,0.44618163528565863,4.067062952589652,3.7086705520339054,1.0136665258259454,0.9967480268171289,-0.8227051565354354,-0.781900680332409,0.9976585864332393,9.115263002668852,radam_beta2_per_parameter_group,0.999,0.999,4.008217521366446,0.3308896902731772,0.0824702756462782,0.7416031143041821,0.1378690630423526,-0.37823579967152565,0.21723265693248558,0.0,0.0,0.0,True
C,20,21,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,20,21,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,20,21,observable,residual,393216,0.17730416330870288,0.16575425385373785,0.18312963689407302,0.18223113820382447,1.0328558194949289,0.0427904459611878,-0.4579672519515589,0.4493572179902777,0.5883715473338651,1.1048261666675974,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,20,21,observable,feature,49152,0.03918392636948618,0.038137445356181215,0.03804545046965527,0.03929913245428403,0.9709453338316427,-0.006116825553312768,-0.46779466720892676,0.5175683340739456,0.5141323904431199,0.9975878067954796,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,20,21,state,theta,55732739,0.05515143927392916,0.0006645997093271288,0.05826343388204794,0.05853044916855936,1.0564263534930058,0.9991146168414178,0.39698581629787555,0.4065295398773529,0.9999456927387699,87.66695661217864,identity_parameter_carryover,1.0,1.0,0.05515143927394104,0.003921037555835035,0.07109583371632085,5.89984843629389,0.7805100311860683,0.28976916321554486,0.8061194820507892,0.0,0.0,0.0,True
D,20,21,state,EMA,55732771,0.00045618648755104655,9.174593017693538e-06,0.0004993316038930978,0.000499484462332758,1.0945778042959315,0.9871370256506872,0.007476735679307956,0.025842572511750747,0.999831301193419,54.42547728603531,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00045586715837901785,8.800640259167443e-05,0.1929176005719079,9.592403981511863,0.4208961485821055,-0.027980355804432932,0.5605075497578068,0.0,0.0,0.0,True
D,20,21,state,m,55732739,11.000904970877253,2.485266983814257,10.32842176373882,11.290929163164312,0.9388701921415828,0.9586364853208856,0.28501886452398156,0.48083394632850257,0.977489945956885,4.155860046829779,radam_beta1_per_parameter_group,0.9,0.9,9.900814224129219,2.939812315464273,0.26723367970606526,1.1828959764123224,0.0001318840563659988,0.1511757909404449,0.28475967991682305,0.0,0.0,0.0,True
D,20,21,state,v,55732739,9.211767740731982,0.41964788892884164,9.246832076213376,9.605643501665035,1.0038064719463506,0.9997529186688764,0.8489274638812802,0.8609040707050288,0.9997334059524777,22.034739885898325,radam_beta2_per_parameter_group,0.999,0.999,9.202556145836828,0.20978770008205802,0.022773880756288795,0.4999136314436007,0.20016049931458393,0.3437899046384033,0.22188960658204085,0.0,0.0,0.0,True
D,20,21,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,20,21,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,20,21,observable,residual,393216,0.17709162867403752,0.16351567817638074,0.17842452771542872,0.19519607035920988,1.0075266067141129,0.07691211281213828,-0.35083183400052476,0.5170118112602557,0.6201867805545072,1.0911768810509175,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,20,21,observable,feature,49152,0.038641071144525065,0.036025984644904675,0.03749378424373159,0.03793266935825863,0.970309133085302,0.041646125442665244,-0.4681723331486367,0.4869794957607821,0.5437902290432576,1.040742803098777,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,21,22,state,theta,55732739,0.061421589897601304,0.0010023378754324159,0.06429803538300848,0.06448393603084394,1.046831179235227,0.9988733766840857,0.17794069591690675,0.19297170432683944,0.9998830104177633,64.14806519734658,identity_parameter_carryover,1.0,1.0,0.06142158989760601,0.00414399053139545,0.06746797890292458,4.134324994561044,0.6766438770380732,0.1423802806882732,0.7108231687221717,0.0,0.0,0.0,True
B,21,22,state,EMA,55732771,0.000546828832119041,1.134620589947604e-05,0.0005938790883511798,0.0005939666421112774,1.0860420180293207,0.9901830777094477,-0.0018354868523458381,0.01726721319646579,0.9998175325613153,52.34164562257809,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0005464460535691926,9.285216561544375e-05,0.16980115195394535,8.183543154256666,0.44805600005025814,-0.04785792332638409,0.5686184363784457,0.0,0.0,0.0,True
B,21,22,state,m,55732739,13.671181570683865,2.7441742317850792,11.83499407084476,11.995013635860431,0.8656891878477732,0.9602252566038376,-0.057228069704234046,0.17231163122402854,0.9735670697126227,4.312770644721827,radam_beta1_per_parameter_group,0.9,0.9,12.30406312324831,3.4356809828957475,0.25130826952537405,1.251990833198971,-0.27354195844876883,0.010785608150051505,0.00591495546659555,0.0,0.0,0.0,True
B,21,22,state,v,55732739,10.021603541662017,0.26324690748059487,10.195816532852453,10.389349974983405,1.0173837440751068,0.9997871736143553,0.7292463025852391,0.7410000081273606,0.9998496914448458,38.731002124323275,radam_beta2_per_parameter_group,0.999,0.999,10.011582080744688,0.2781930451350647,0.027759334519526224,1.0567761186542015,0.6544538639993346,0.5534556705997816,0.6699131557307667,0.0,0.0,0.0,True
B,21,22,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,21,22,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,21,22,observable,residual,393216,0.18383837324738164,0.16204145236975165,0.18086874587339508,0.18557700468711913,0.9838465314856192,0.08006883279517943,-0.41851908623337036,0.46527548100163835,0.6091881129684235,1.1161881310510762,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,21,22,observable,feature,49152,0.0384807776086111,0.036116978419939924,0.03932025505090668,0.03822091473251617,1.0218155009972492,0.09206832375739604,-0.48927965596912176,0.44160056540078124,0.5664163829270312,1.0886917115192076,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,21,22,state,theta,55732739,0.0428241173263548,0.0008454283635902544,0.04480031854916268,0.04484985169037363,1.046146922486402,0.998084963020857,0.049186272908127236,0.06798214360148769,0.9998227492244576,52.991265113120356,identity_parameter_carryover,1.0,1.0,0.042824117326355146,0.0033546234899234696,0.07833491264649999,3.9679571142816807,0.5635228399809569,-0.025638289208529882,0.6135445594026706,0.0,0.0,0.0,True
C,21,22,state,EMA,55732771,0.00041179021603286183,1.0391313144817354e-05,0.00044574751096564976,0.000445774376816212,1.0824626074410617,0.9872805660500689,-0.009070560604295008,0.014240686909214265,0.9997282910537263,42.896167669431215,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0004115019641224107,7.64127388501629e-05,0.18556229816801909,7.353520944393211,0.3739676296016513,-0.06340111637981305,0.5166627906637906,0.0,0.0,0.0,True
C,21,22,state,m,55732739,7.438174393579742,2.522734153413164,7.522107720922068,7.956284140586244,1.0112841300702458,0.9060559072904958,0.009384483901233712,0.32594678701764157,0.9484053291258978,2.981728261277527,radam_beta1_per_parameter_group,0.9,0.9,6.694356784400576,3.1853426207102133,0.42824252997612433,1.2626548922725627,0.03801580107238623,-0.1708908484061104,0.4572965562475934,0.0,0.0,0.0,True
C,21,22,state,v,55732739,3.7086705520339054,0.37657339089085506,3.873053832631684,4.221492635073434,1.0443240450429407,0.998321094102646,0.918295075075345,0.9317035444335914,0.9993762130104468,10.284990725099423,radam_beta2_per_parameter_group,0.999,0.999,3.7049619414374106,0.2764739757170053,0.07454800091784419,0.7341835148334677,0.584465130415383,0.5724471554384403,0.6304831147592506,0.0,0.0,0.0,True
C,21,22,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,21,22,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,21,22,observable,residual,393216,0.18223113820382447,0.15259824350547357,0.17987790672679402,0.17692713220311812,0.9870865566652041,0.005454887405388002,-0.4433500034378811,0.4117478875773396,0.6342920588075293,1.178767871730725,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,21,22,observable,feature,49152,0.03929913245428403,0.03617274261141407,0.03774581432445602,0.037364631896911416,0.9604744931294614,-0.006678309172671038,-0.48964692951355626,0.47345898052103363,0.5361739419236448,1.0434877645286862,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,21,22,state,theta,55732739,0.05853044916855936,0.0005995489632609547,0.061607629325042094,0.06178880903853889,1.0525740054996142,0.9992105132849202,0.2977718450454058,0.3066019026914094,0.9999570972065519,102.75662723184006,identity_parameter_carryover,1.0,1.0,0.05853044916857829,0.00389393028783898,0.06652828302453336,6.494766109943451,0.7777596227191222,0.2660351785843512,0.802117382086785,0.0,0.0,0.0,True
D,21,22,state,EMA,55732771,0.000499484462332758,8.743818302684046e-06,0.0005447205741476518,0.0005448129608961178,1.0905656035898017,0.9887060246668132,0.002540879550499499,0.018589659933224867,0.9998712039463385,62.2977920275907,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0004991348247055454,9.066132614836619e-05,0.1815098025771367,10.368619636176147,0.43495601034635906,-0.03129099832558059,0.5649924616937325,0.0,0.0,0.0,True
D,21,22,state,m,55732739,11.290929163164312,2.9055372512305073,10.611107591301112,11.275013115894023,0.9397904670165622,0.9646903681560682,0.09873464977531846,0.3506178841967925,0.9665607199026637,3.6520294437138134,radam_beta1_per_parameter_group,0.9,0.9,10.161836003135344,2.7958187684659,0.24761635894298395,0.962238142801941,0.026681731484873388,0.2427624159041707,0.2890324240876207,0.0,0.0,0.0,True
D,21,22,state,v,55732739,9.605643501665035,0.5163970100342193,9.646452504196333,10.1064528149204,1.0042484402553793,0.999906143112718,0.8852609783150176,0.8960636493348868,0.9997175875181435,18.680302784009353,radam_beta2_per_parameter_group,0.999,0.999,9.596037992355336,0.14113061573292426,0.014692468621020631,0.27329866941633174,0.3508035841729396,0.5012219798124512,0.36360052245053875,0.0,0.0,0.0,True
