seed,arm,attempted_iteration,successful_optimizer_steps,step_skipped,optimizer_clock,clock_evidence,proposed_success_step,rho,radam_branch,applied_multiplier,base_lr,grad_scale_before,grad_scale_after,update_norm,batch_sha256,t_sha256,base_r_sha256,actual_lr
302,D_startup_up5,4,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,8192,4096,0,883151d447ba8b65be45c8423fdf0342c1317248b00cdb996f5334c362355a9e,70b0d8452b5d7419e4a9348fe2e03ccef396f30228e3b1bc70f44c52ab7b6bba,5de1644639f5c6a6e452b8d0e316d9651007ca7736770c707ae97753178b7485,
302,D_startup_up5,5,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,4096,2048,0,80b1a3d62c6aaa180e7449cba97fcd6277534ef5d4d06955bbe79a64780b398b,4271d9f1545576e0986c13f4fae4331ee10dc52be42eeb791c9933faae89fdc4,8c0c19f2ca77ea8a751eeea60f8560c67f89b98bc9c3acf059072cd4c1e53bbd,
302,D_startup_up5,6,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,2048,1024,0,981bdc4c8867fe072b69d4370b7f92543d0ae3a7600cc19e4d152994a3f1480b,84975bb5e0c4b7df12e1d985f612ae94147bd55087cf5f6bf86f7033c58768c8,48182dd1b8e356ac00d46c2fd1640457778c99c075244d5b140d5722f57bbd5b,
302,D_startup_up5,7,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,1024,512,0,d488537f3a231d5a1fb087e56abd14c9d87300cc0af8caf16a6fd0f9375e1235,4db93d61c935324d1b3404da881956f504aa43354e8c2d3aa80418ca332bd5c7,e3de9b05daec784c596455076fc36ef2c5f5c68cff0b49134f43af101c39ef74,
302,D_startup_up5,8,1,0,1,all_active_parameters,1,1.0,non_adaptive,1.1,0.0001,512,512,0.20240732630073305,62486aee3b58372dfb942166231139a01c671a7ab68f0fbf0af30f2464d756bb,a4b5c3150a41b69a6cfa10df0e05d41aac24775f21832bafbc46a289555ef7ba,54442e61376adeffe0b1cadcb2df66a6f6352c1cbdfaf430252c3f331c1ee06d,0.00011000000000000002
302,D_startup_up5,9,2,0,2,all_active_parameters,2,1.999499749846109,non_adaptive,1.1,0.0001,512,512,0.22706672968567448,9ab1ca0b953d28bf6ab0cc2b918fafcb424bac9c013a941a8bd51d5585d9e5a7,af0485fbd802d162a4d1ba3130085c1f8bb079c51a9dcda755e6a597af72dd20,7b862db311483546ee8d9393920fe4428b536964f555e35c86fccec35924b880,0.00011000000000000002
302,D_startup_up5,10,3,0,3,all_active_parameters,3,2.9986659997755396,non_adaptive,1.1,0.0001,512,512,0.20270013046937535,1227471268be654da142adafde5cda8ff651aedcd3f32960d695686843816967,b24cdbb35d66f386676f05c2f525ac45dbc559f074cb175ed687bad5c6c213ae,07fd7cc424404b67596cfa8aeae7a24f9628f0724efc12f9f342c23245102228,0.00011000000000000002
302,D_startup_up5,11,3,1,3,successful_call_counter,4,3.9974987498546852,non_adaptive,1.0,0.0001,512,256,0,b4029cab8a3e4749c0791773badb0054eb13dbdf307e8b33c72ded11f906acdf,69c1ba3536731d382831f116ecb3334b2a0cb8b2aceff706d4eb05fd8772ba0e,bd30c11f1c0c47293e3f62c5cd89c3946e98149c63eb685379c5171d0367afb1,
302,D_startup_up5,12,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,1.1,0.0001,256,256,0.17692064213240788,3e5fc3c4cb999f3e0d6922daaf8d48c4e4f6645c3566773607a95f43183484e0,a4db97a2c623285cfd1557a474e434e714b124a95cbc78c6037d6697b0c1a608,1deef5a9f1b0f49fbc8f30c5716c59d9c5cf2c9d13743e960ec7c00fbbda3f12,0.00011000000000000002
302,D_startup_up5,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,1.1,0.0001,256,256,0.24105736851530524,e1d3221d9e4a7fafedacc380169e36d19bddd737508558abd0b2bd46cae36d1d,546f9cba4ffd7570e121eb2d83a5e6e1f82c48b23a3dc34d04f9854dd04c0f8a,d33f8d8fa72161c201151e42a0ab6173840184fc16b9d865d9fc08042e8dd07f,0.00011000000000000002
302,D_startup_up5,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.0091750473534115036,a428e5cde060db8fdb56470651ae6349f7bc0139cbd3f7511a362f221961168b,98f9276882f1076d5f800d1cbbf9b8577cfedada9e6773e038d4ba5460fc4eba,17e0ad1f16fbbb476c77589337dd7a4b8696b09e2a36b1f913ad057a4e5ff554,0.0001
302,D_startup_up5,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.011064914393806743,39b70e59a13364555730f17bbd13144fd30d1caaa0f6f402a5bc60c351837632,7fd6c26828be31bce713ed8908c5cbb9d1dec1fc2761887ea93019f42b2e57a1,cc9e681cacaa26d0a35b3ffd79c10b6d83898c9f6d7cc48d4ba9bb4045aac3ad,0.0001
302,D_startup_up5,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.012662813384280634,8cf49cfc70c55905079ecb36feb944212782b6bff156531e44377786068f09ea,481ea0d1a49d2194e7f48c6a08bff59ac575f89f46fb76139494682b84096b85,4fb44e864815b5e7f2fe12f50b22b6e4ccad31f2545593190c1b9c5348f6e72b,0.0001
302,D_startup_up5,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.014230217666544216,75866cc922190702e5f690798fed6681a2821bef223b8154d7b3ad3a770565f9,daccee0670f9f53f5773094e43217a2de3a494546ce9a7fce5c0165c2ef966d0,a6691858a107c9394d5c8142de1a679494adfb1659a3861dbd0a6bdecd6cf770,0.0001
302,D_startup_up5,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.015806340715974372,5901a554f1e276cbbc8e71bd7e2848f0725a056ddd2475efb8ec9d22400bc05a,e1c199d56f1e60f94534dabae5b54b9f75ca8b2949c6bc1ef56bff30ade93725,a978de23c09013377d168e2f4944691997f50b817c84e73c99063bb3196fdf78,0.0001
302,D_startup_up5,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.01711345409128933,e85de98ac861ea04be020ce169f84774f625a18b6df91a6984ac4547aac6d3dd,795bc78e2990032f940d9374a22746a55f3efca1fb3bbd0c6e955c8668cc44e4,dd016b74cc1c17962c24da9cde6230f4a54352b97725925381c4a316dba7dd10,0.0001
302,D_startup_up5,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.018370561809518682,358829d7788876bee0d5aca44694f9fed455829567cc22a5b583a1a3cb26a561,34fc7cd9fbfb08c09db1a738f2248340d1d114c21d5311948641869efd963b75,e31d5c63be9104a1441fee3f238ac1bed6e984f942e4b14cc0b58381b0c531c2,0.0001
302,D_startup_up5,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.019592633213967293,b330e1ad688bb177c09736b4973ebd620ce9b97e2c2328caf5a50d3f421d9f7e,540d69a366a7338a34019c322412790b1fc7ebecc2aacb71728be9154bd55135,ed4bd91e02aaea40ed0482ed4fccca017ed7c7b1a2357e1a92f83ff91d732eaa,0.0001
302,D_startup_up5,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.02108295773753107,c844960835690baa702b649865a90f9eca400ecdddc06675b398660ea2e10aac,de6b984637cde9ed2273a43de93b21903076f7e7dbffe88187c7761b94b498a9,2bbbf3252652d9ff26de9347164f2a9608f0c8b3c571157aa677a686edd86d65,0.0001
302,D_startup_up5,23,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,256,256,0.022285795588104777,6178dfd33031b811ea56ddf10387fc7fcd91910586bcf561dcf7df9a76ebc08f,aa6a8ce8bdcb9aa9d2fbe4a0eb0ed59f2095ef89c5cb8728b1b7656d9fa8ae45,73ba3c012c7170a215ceebe5d190276842988f4fd1af46ea47abc3b3f2fb2145,0.0001
302,D_startup_up5,24,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,256,256,0.02329520719488079,338de0d62b10ec256de3b36da6768c8778f144bf3fbd7df8b0b4bc4160b7d99e,a6e880f94f342c21eab86b6e2a99995d190e1d3231a5ac5d42cb893f8738d43d,fcd364315cbadba656217f2b5e2f3a4a80f4f05fe25cea29ef219ff6b7899fa2,0.0001
302,AA,1,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,65536,32768,0,b602ad4a3b2bd6012bf455e1fbbbff9834db653560704c08fdf9b89c883ee36e,0ca979494732aed0bbb1d67eac6ef50ddb2a2f15c7697c0ba2cc5d501f5e4003,f09909607401b4ea4aa29409449010c4da49d2fe9a9db71f47503076de3319e7,
302,AA,2,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,32768,16384,0,e68a1786c3192b1de1fdac6f76a33dee99188c410320f7a50249f3499fb734a9,0f830e5a88f2417fe19c9958bdd79ffd65433c487169d2e67c3b71161b94ce2a,0d4b3b07ffe8c913843dcdd38675f1138b93571cbc17c62f30e2ca8d2cf7f651,
302,AA,3,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,16384,8192,0,7d31eefa5ba408ed39a1943d80b3a13df0b125bc14a8d4fb6591af28b62b1203,bb7c3e45e4dc675e759ebfd1abd3f131d09d00f9875bffc7888e95a33fc37734,72fc73c4f73a353e1906c8bd57537edfd80baeb0bab42a5acc2f6d40ff9e5e78,
302,AA,4,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,8192,4096,0,883151d447ba8b65be45c8423fdf0342c1317248b00cdb996f5334c362355a9e,70b0d8452b5d7419e4a9348fe2e03ccef396f30228e3b1bc70f44c52ab7b6bba,5de1644639f5c6a6e452b8d0e316d9651007ca7736770c707ae97753178b7485,
302,AA,5,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,4096,2048,0,80b1a3d62c6aaa180e7449cba97fcd6277534ef5d4d06955bbe79a64780b398b,4271d9f1545576e0986c13f4fae4331ee10dc52be42eeb791c9933faae89fdc4,8c0c19f2ca77ea8a751eeea60f8560c67f89b98bc9c3acf059072cd4c1e53bbd,
302,AA,6,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,2048,1024,0,981bdc4c8867fe072b69d4370b7f92543d0ae3a7600cc19e4d152994a3f1480b,84975bb5e0c4b7df12e1d985f612ae94147bd55087cf5f6bf86f7033c58768c8,48182dd1b8e356ac00d46c2fd1640457778c99c075244d5b140d5722f57bbd5b,
302,AA,7,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,1024,512,0,d488537f3a231d5a1fb087e56abd14c9d87300cc0af8caf16a6fd0f9375e1235,4db93d61c935324d1b3404da881956f504aa43354e8c2d3aa80418ca332bd5c7,e3de9b05daec784c596455076fc36ef2c5f5c68cff0b49134f43af101c39ef74,
302,AA,8,1,0,1,all_active_parameters,1,1.0,non_adaptive,1.0,0.0001,512,512,0.20240535937876361,62486aee3b58372dfb942166231139a01c671a7ab68f0fbf0af30f2464d756bb,a4b5c3150a41b69a6cfa10df0e05d41aac24775f21832bafbc46a289555ef7ba,54442e61376adeffe0b1cadcb2df66a6f6352c1cbdfaf430252c3f331c1ee06d,0.0001
302,AA,9,2,0,2,all_active_parameters,2,1.999499749846109,non_adaptive,1.0,0.0001,512,512,0.22461271614448924,9ab1ca0b953d28bf6ab0cc2b918fafcb424bac9c013a941a8bd51d5585d9e5a7,af0485fbd802d162a4d1ba3130085c1f8bb079c51a9dcda755e6a597af72dd20,7b862db311483546ee8d9393920fe4428b536964f555e35c86fccec35924b880,0.0001
302,AA,10,3,0,3,all_active_parameters,3,2.9986659997755396,non_adaptive,1.0,0.0001,512,512,0.19722088890059955,1227471268be654da142adafde5cda8ff651aedcd3f32960d695686843816967,b24cdbb35d66f386676f05c2f525ac45dbc559f074cb175ed687bad5c6c213ae,07fd7cc424404b67596cfa8aeae7a24f9628f0724efc12f9f342c23245102228,0.0001
302,AA,11,3,1,3,successful_call_counter,4,3.9974987498546852,non_adaptive,1.0,0.0001,512,256,0,b4029cab8a3e4749c0791773badb0054eb13dbdf307e8b33c72ded11f906acdf,69c1ba3536731d382831f116ecb3334b2a0cb8b2aceff706d4eb05fd8772ba0e,bd30c11f1c0c47293e3f62c5cd89c3946e98149c63eb685379c5171d0367afb1,
302,AA,12,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,1.0,0.0001,256,256,0.17579497551463732,3e5fc3c4cb999f3e0d6922daaf8d48c4e4f6645c3566773607a95f43183484e0,a4db97a2c623285cfd1557a474e434e714b124a95cbc78c6037d6697b0c1a608,1deef5a9f1b0f49fbc8f30c5716c59d9c5cf2c9d13743e960ec7c00fbbda3f12,0.0001
302,AA,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,1.0,0.0001,256,256,0.23263337033740913,e1d3221d9e4a7fafedacc380169e36d19bddd737508558abd0b2bd46cae36d1d,546f9cba4ffd7570e121eb2d83a5e6e1f82c48b23a3dc34d04f9854dd04c0f8a,d33f8d8fa72161c201151e42a0ab6173840184fc16b9d865d9fc08042e8dd07f,0.0001
302,AA,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.009182438013829293,a428e5cde060db8fdb56470651ae6349f7bc0139cbd3f7511a362f221961168b,98f9276882f1076d5f800d1cbbf9b8577cfedada9e6773e038d4ba5460fc4eba,17e0ad1f16fbbb476c77589337dd7a4b8696b09e2a36b1f913ad057a4e5ff554,0.0001
302,AA,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.011075473921949398,39b70e59a13364555730f17bbd13144fd30d1caaa0f6f402a5bc60c351837632,7fd6c26828be31bce713ed8908c5cbb9d1dec1fc2761887ea93019f42b2e57a1,cc9e681cacaa26d0a35b3ffd79c10b6d83898c9f6d7cc48d4ba9bb4045aac3ad,0.0001
302,AA,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.01267082623779235,8cf49cfc70c55905079ecb36feb944212782b6bff156531e44377786068f09ea,481ea0d1a49d2194e7f48c6a08bff59ac575f89f46fb76139494682b84096b85,4fb44e864815b5e7f2fe12f50b22b6e4ccad31f2545593190c1b9c5348f6e72b,0.0001
302,AA,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.014246146552065823,75866cc922190702e5f690798fed6681a2821bef223b8154d7b3ad3a770565f9,daccee0670f9f53f5773094e43217a2de3a494546ce9a7fce5c0165c2ef966d0,a6691858a107c9394d5c8142de1a679494adfb1659a3861dbd0a6bdecd6cf770,0.0001
302,AA,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.015833431593329467,5901a554f1e276cbbc8e71bd7e2848f0725a056ddd2475efb8ec9d22400bc05a,e1c199d56f1e60f94534dabae5b54b9f75ca8b2949c6bc1ef56bff30ade93725,a978de23c09013377d168e2f4944691997f50b817c84e73c99063bb3196fdf78,0.0001
302,AA,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.017132188944116031,e85de98ac861ea04be020ce169f84774f625a18b6df91a6984ac4547aac6d3dd,795bc78e2990032f940d9374a22746a55f3efca1fb3bbd0c6e955c8668cc44e4,dd016b74cc1c17962c24da9cde6230f4a54352b97725925381c4a316dba7dd10,0.0001
302,AA,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.018377708713632469,358829d7788876bee0d5aca44694f9fed455829567cc22a5b583a1a3cb26a561,34fc7cd9fbfb08c09db1a738f2248340d1d114c21d5311948641869efd963b75,e31d5c63be9104a1441fee3f238ac1bed6e984f942e4b14cc0b58381b0c531c2,0.0001
302,AA,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.019599767371203412,b330e1ad688bb177c09736b4973ebd620ce9b97e2c2328caf5a50d3f421d9f7e,540d69a366a7338a34019c322412790b1fc7ebecc2aacb71728be9154bd55135,ed4bd91e02aaea40ed0482ed4fccca017ed7c7b1a2357e1a92f83ff91d732eaa,0.0001
302,AA,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.021074974986593654,c844960835690baa702b649865a90f9eca400ecdddc06675b398660ea2e10aac,de6b984637cde9ed2273a43de93b21903076f7e7dbffe88187c7761b94b498a9,2bbbf3252652d9ff26de9347164f2a9608f0c8b3c571157aa677a686edd86d65,0.0001
302,AA,23,14,1,14,successful_call_counter,15,14.96264812838308,rectified,1.0,0.0001,256,128,0,6178dfd33031b811ea56ddf10387fc7fcd91910586bcf561dcf7df9a76ebc08f,aa6a8ce8bdcb9aa9d2fbe4a0eb0ed59f2095ef89c5cb8728b1b7656d9fa8ae45,73ba3c012c7170a215ceebe5d190276842988f4fd1af46ea47abc3b3f2fb2145,
302,AA,24,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,128,128,0.022122072937749693,338de0d62b10ec256de3b36da6768c8778f144bf3fbd7df8b0b4bc4160b7d99e,a6e880f94f342c21eab86b6e2a99995d190e1d3231a5ac5d42cb893f8738d43d,fcd364315cbadba656217f2b5e2f3a4a80f4f05fe25cea29ef219ff6b7899fa2,0.0001
302,AA,25,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,128,128,0.023175882462546888,995b14ac8be5d912d91f3ec8ac98a9f080096b25a25c075e142dec9e60ec4312,e9ed304be265704ddbfa80fc146b97c75aa614b082f27cbf02f5f7d443139d12,3a8f939dfe4515beb240a139c0328c4035facc4c47b411553b3e65a160a043f4,0.0001
303,A_startup_down5,1,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,65536,32768,0,3cb0370a3b44338b0c3321cac5c8be585010db1b29e1784b3eb2b8f8670cc4db,35c9369b9b2b0afa173a83659bd192115af0ff16ca1676aead694ffb7df6c72c,2ac143f9ae4aa10b9b6ac3522254bf2cf1cfb5cb2a329275324d38e2c3504586,
303,A_startup_down5,2,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,32768,16384,0,3da605b6ee81398628e989d1e5c048cae3703195029688af6fb59877ab109215,5b431099ac76ff007b456f445d937538b03d67e93e3b38478fb173b663f2988a,e637b7bed9fb06481ec3492fb25e8e7df1a1ba149e92339917582a9526ed7a98,
303,A_startup_down5,3,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,16384,8192,0,bee8fd807050ad06fd4d0cc8c47aeff5a190e377227f0875a9435f85cd045a53,c2ec2e50ced8098b227e55f156864ae10fcbe63551bf454cc2bdedced36c8c06,aa80f3295ffbb5e907676bbd37321e7a9a9197d78dda59cf8e32b5cad416d5fd,
303,A_startup_down5,4,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,8192,4096,0,df45536e35247981b024a5b92770ca62719ef6b2e786b2d6f5a2d6bd52138bd2,237776e9b2f35c127c1199310f25ce299d1ae414253205db871c0454a3f62230,39ab7bfd069f5a8b1fcb7e7a6762e8099b314d9ff2f0e392f84d9764e33ab6e7,
303,A_startup_down5,5,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,4096,2048,0,9c64889b7fd99de7ad33315ac3abcf0ce580a1acab89c794d4dadf3be2e3e71a,7261ae497014e67dbad4cf7b99335371be6493b3f4ec39936148f7154eccbea4,4c55882f404ff5980ea50d13d02a7d9f963b1c6d256e1ce2ccc9d591d487f588,
303,A_startup_down5,6,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,2048,1024,0,4feba994cab5f12a0b4ad2e109cb1c517aa90c04f2d4f83d1594e38669ca1231,bc7768b012aa2ecfb9a8b2c2b7f6903e1e92c93fe0c936ae348d63038dfbd02f,e0b1869cbe74ed7e13827869ca2b3c7cbac9f35b97452acf3c7e05228687f7d2,
303,A_startup_down5,7,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,1024,512,0,f34126a9ad00e886d8187bd5ab2da7ffd1c979bcea8415012cf8c39a2108e76b,885da3b139c68522d9eaae43416c17c43c280d908446dba517da6cec059b420d,3fa79792f7d99e75504e3927714a0b63d510f0afaff70b40f11165b589571f50,
303,A_startup_down5,8,1,0,1,all_active_parameters,1,1.0,non_adaptive,0.9090909090909091,0.0001,512,512,0.15644520410800206,c87abfb8b22125fa0cbe3cf7855dc0536cf84eecfa29c6cb83ebd31a73d192a8,ff21a791fe869869895bc8a10b0e4c1fc9fd604253892a8de5b435171aca10c8,5263cdfb7ecde7edb5606573342a41d9bce9a95d862f371443b56c40e432454a,9.090909090909092e-05
303,A_startup_down5,9,2,0,2,all_active_parameters,2,1.999499749846109,non_adaptive,0.9090909090909091,0.0001,512,512,0.1343249026886314,aaf5cab90500a99bbfe9831fc7b7f7ac65f320092a13415963a07afefcb9f4ef,2f23d57f6a50d54b389ef93234cb05299c4f29138814d35bbb58539a3d64293f,f5b9d1fb9a558d92a47080573dbb9680be56d25378cc7e40141ea665bfe3ca39,9.090909090909092e-05
303,A_startup_down5,10,2,1,2,successful_call_counter,3,2.9986659997755396,non_adaptive,1.0,0.0001,512,256,0,1fd04f98754e82c2d7908596ab0cc1a37292600882b4aea7482bc17bce6c57cf,a2e37ad725ce80b027a465d327dde1cd8e81c554e66fe1752c41a907816c878c,b9158abd6374f57a0a40b3f09a07d7db225da361020bd99ebf5bf3c22f52a851,
303,A_startup_down5,11,3,0,3,all_active_parameters,3,2.9986659997755396,non_adaptive,0.9090909090909091,0.0001,256,256,0.13363048961196033,2a5cb1b3ecf2310e4a3233d7c25f36f091dc85216e8a09473829433a86f3b5ee,5cf1527782ad0eeee15fba50fd9aa365cd9dcf516a7b9436a02ba2bfbc757859,b65b36965dc0c3aae11a6d872ea725a86a7fee84a1b31ef1616adbcd28ad96c0,9.090909090909092e-05
303,A_startup_down5,12,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,0.9090909090909091,0.0001,256,256,0.12666118311995264,623a9356d2182d0fcb7b8e30d5730f1817b3e0987d5e8316944702713ad7cc0a,c7258ef3fce18f5b8ffd6da670e5ccf2ed560bf3921f0412e8d89d4c5568e9d7,c7cecef1802e2a7c4379d4a6e21794aa7f826a6f915ff3f5d265e2fe48792b5a,9.090909090909092e-05
303,A_startup_down5,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,0.9090909090909091,0.0001,256,256,0.1444869611189285,6e2f75eede480c47d87a516c01c7fc2ad4e9f916778031225e809f1732f32a19,37687a60e55bd7010af59d386fa0e9c647190d6acc21ac99d4b6b2c441ffbaa2,f8176ec417f4a9f017256fa4d70a6a63fab977fe75d958d2ac691ede8420030c,9.090909090909092e-05
303,A_startup_down5,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.010186736201284397,3562297879baada04622070af0ce7c96208e5c22a10e200c3987039c80c4bf01,8b839840e36499e0909d2c1e2553b48a5ead1582dd880b3108492e1c3973ac87,8e6b6ae1b2a17e31713ea85fcc12697fd7a743178091d4e608065b4e3a1bd5ae,0.0001
303,A_startup_down5,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.012882094017575599,a1df2719090afce1cb38821a02f9b301fde4bf1ccb155c6605fe93cac54b4cfc,81fe47410b645d1ea4c24da198893155dcdd10b26f891f1856e95be6f23194a2,d0673521ad2757fbd0b3b7164372f5edb0d52d4746a07bb648e110679a78aea2,0.0001
303,A_startup_down5,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.015685943384731907,7f4f9c1f280a1bec53cf738b9d1037d7d79fa0c30a02ddc070e6f57ebdbbc546,a287138785b3949ae527aa5d10f0ea11be4e5c35712a51865d24533cdaef5f7b,6351edcc26320ac419a94e07a9e9523e83aca1975c6f1f9213b46217b7c9a1c7,0.0001
303,A_startup_down5,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.018040182543101881,026a94fc3035e703a2475ef61c49497bea887fd2929d4c11f47c861bb56a697b,5e0472fcb91f99f719fe4b30ff36f7fadc4eaf473eaa4c513a6da65a99c85a3a,04201bfb0a7fae829f5cd4067ae78734c6dba6113f9bd17267246e9a184598ae,0.0001
303,A_startup_down5,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.020342059089129692,87abef7b34d6478202f80b13f4528d8e53031679645724b260439d80706483a3,ac75dd105e6e9bcebaba1ed389773f10852aaa4dad3fb2e720695212d8b9f415,42046dc2b3810b1343b24f1f486068b26c7a1a216d0b1dccfaeb1adc8f326407,0.0001
303,A_startup_down5,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.022477771082144559,3c9aa0167b35a05484fcbfddbe398b82dd4a440f41f9a8d7a1df36dd4805167a,b3375b4ed92020a0679081ab502c608cea0c43f82ae6eeb7f344893ee6dec664,b5cdfe68b8cbd470a1707b11596488279bb93f559429e8d9ad0aecb307d9edbb,0.0001
303,A_startup_down5,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.024369187678995555,7ad7bbc44226b783ba049c8d8e8129eee758ab421a620df78ca00375757c73fd,6a2c7e727ebbc915b9363a35485f7ad90ec89ba6928f0d812e057259e02f0c07,652a4907c258c0db5fc8350b495cec9fcc3ff64cc0fb1a5f0276ca50105853ee,0.0001
303,A_startup_down5,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.026391893647726056,2e6e79cef612b90ba556d4a4d7ada24a230e5d5cba05678f96d2749204c8aef3,dbc9a0dbb82f7086df8819cc3284c2384ff60575bc32d44eaea5938835dd451c,bcb1ffecd9891e5fc245dd03f3e27d5b0efdcbd267241fcc58c210aa2cba9aba,0.0001
303,A_startup_down5,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.028161168794981581,7197219944c9d749d6c6f843381175d5fbacb5f51e046b6c797129a646a10fca,a4e9c851612bbc414388e8b352c627984d2dc15e92efebd0959ce41464432df0,3f32b891588bbc85e64ffcaa4e92b1572043bfe48d7c4fb4bea4b02b0d3dd975,0.0001
303,A_startup_down5,23,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,256,256,0.029959813686579125,d595c0c68138e17fd3a1191cbdcffd35f930bb401a779880630335162c674de3,12f6d18e736f36146f93d37157dd0666657c20d88ca9d5bd93bac17bf1ae09a4,3dc4b5883dca2bb4be263e3bbdef6d2c3a9da3a03a9aa9b61bb8d369dab53556,0.0001
303,A_startup_down5,24,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,256,256,0.031728509277665982,88ddaf33e2de9a818817fdbf60cda02a82743f4d56a542fec7957024bc8478fd,57fffa63778f1b4ba1be48331b92bb04f7679ba4ce0c4c23092d54754d186cc3,406f37a4e7148b01e1c3e962de9608e0e232781eb6a5435a28bfe99a822e7981,0.0001
303,D_startup_up5,1,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,65536,32768,0,3cb0370a3b44338b0c3321cac5c8be585010db1b29e1784b3eb2b8f8670cc4db,35c9369b9b2b0afa173a83659bd192115af0ff16ca1676aead694ffb7df6c72c,2ac143f9ae4aa10b9b6ac3522254bf2cf1cfb5cb2a329275324d38e2c3504586,
