job_index,seed,branch,origin_arm,continuation_arm,budget_kimg,nfe,mid_t,checkpoint_path,checkpoint_sha256,dataset_path,dataset_sha256,sample_count,sample_seed_start,sample_seed_end,metric_seed,metrics_in_order,precision,evaluator_commit,protocol_sha256,status
43,5,B_to_A,B,A,768,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed5/B_to_A/kimg0768/network-snapshot.pkl,81c639e407ac7afe1362de845b11ec0bcbe6777e0e1b59426bee19a3c84cd08e,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
44,5,B_to_A,B,A,896,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed5/B_to_A/kimg0896/network-snapshot.pkl,3a5fbcc6463ac5ac180c2f011263d1ec4307ffabe29bc7b2f31d1a7b3b5c93f3,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
45,5,B_to_A,B,A,896,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed5/B_to_A/kimg0896/network-snapshot.pkl,3a5fbcc6463ac5ac180c2f011263d1ec4307ffabe29bc7b2f31d1a7b3b5c93f3,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
46,5,B_to_A,B,A,1024,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed5/B_to_A/kimg1024/network-snapshot.pkl,325924ec48fd1381bbfd4af5ef0c9644b2158511979976e14f4ffeb46e0aa611,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
47,5,B_to_A,B,A,1024,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed5/B_to_A/kimg1024/network-snapshot.pkl,325924ec48fd1381bbfd4af5ef0c9644b2158511979976e14f4ffeb46e0aa611,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
48,6,A_to_B,A,B,640,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0640/network-snapshot.pkl,b86d7c1634fcb261d25070caffd6e4c0644ffb4505ac45cff1e21aff87a67cc9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
49,6,A_to_B,A,B,640,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0640/network-snapshot.pkl,b86d7c1634fcb261d25070caffd6e4c0644ffb4505ac45cff1e21aff87a67cc9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
50,6,A_to_B,A,B,768,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0768/network-snapshot.pkl,5511f461d5319ca0547c3bbfd99b67f1893417f7fbac3bf268ea3c7f7029a84a,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
51,6,A_to_B,A,B,768,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0768/network-snapshot.pkl,5511f461d5319ca0547c3bbfd99b67f1893417f7fbac3bf268ea3c7f7029a84a,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
52,6,A_to_B,A,B,896,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0896/network-snapshot.pkl,4ed471cad956527ae0265cd88f209837c69c13b824658451109a6012686c499b,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
53,6,A_to_B,A,B,896,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg0896/network-snapshot.pkl,4ed471cad956527ae0265cd88f209837c69c13b824658451109a6012686c499b,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
54,6,A_to_B,A,B,1024,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg1024/network-snapshot.pkl,850b6b0f33ff6572ab7fc1add8461ce7bf7b5c7fb6f4b6d11dee10a68fea48c3,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
55,6,A_to_B,A,B,1024,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/A_to_B/kimg1024/network-snapshot.pkl,850b6b0f33ff6572ab7fc1add8461ce7bf7b5c7fb6f4b6d11dee10a68fea48c3,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
56,6,B_to_A,B,A,640,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0640/network-snapshot.pkl,7eef376d1e51994cb4aa5647e73699463444b83ffd439cd30eca1e97693771a6,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
57,6,B_to_A,B,A,640,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0640/network-snapshot.pkl,7eef376d1e51994cb4aa5647e73699463444b83ffd439cd30eca1e97693771a6,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
58,6,B_to_A,B,A,768,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0768/network-snapshot.pkl,98285bce7fcf8052420dc6bde0cdd45b88ea1418c8d528d8cc408590dd944ac9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
59,6,B_to_A,B,A,768,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0768/network-snapshot.pkl,98285bce7fcf8052420dc6bde0cdd45b88ea1418c8d528d8cc408590dd944ac9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
60,6,B_to_A,B,A,896,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0896/network-snapshot.pkl,39011f8bfc4373d81d84631bbfc8818dd70e8ef39ba6a17b2ca63299ab6d3d97,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
61,6,B_to_A,B,A,896,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg0896/network-snapshot.pkl,39011f8bfc4373d81d84631bbfc8818dd70e8ef39ba6a17b2ca63299ab6d3d97,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
62,6,B_to_A,B,A,1024,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg1024/network-snapshot.pkl,f145d63ac63622027046ef346374af3bfb219ddfe20038aad12e627e93736825,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
63,6,B_to_A,B,A,1024,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed6/B_to_A/kimg1024/network-snapshot.pkl,f145d63ac63622027046ef346374af3bfb219ddfe20038aad12e627e93736825,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
64,7,A_to_B,A,B,640,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0640/network-snapshot.pkl,2578bf4cd5aaa8fec7a8c7e0717c2c17274267dda76184f99c17f711562a61fe,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
65,7,A_to_B,A,B,640,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0640/network-snapshot.pkl,2578bf4cd5aaa8fec7a8c7e0717c2c17274267dda76184f99c17f711562a61fe,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
66,7,A_to_B,A,B,768,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0768/network-snapshot.pkl,ba262cdc9251cdee2fa8ac047a7bde234d9f0d5dc1cabea555ce3362dbda2bf7,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
67,7,A_to_B,A,B,768,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0768/network-snapshot.pkl,ba262cdc9251cdee2fa8ac047a7bde234d9f0d5dc1cabea555ce3362dbda2bf7,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
68,7,A_to_B,A,B,896,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0896/network-snapshot.pkl,ae4638c5c9616b7cf3c7f14285ff95b2e4b6af2cabd8aa350749b5edf633101e,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
69,7,A_to_B,A,B,896,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg0896/network-snapshot.pkl,ae4638c5c9616b7cf3c7f14285ff95b2e4b6af2cabd8aa350749b5edf633101e,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
70,7,A_to_B,A,B,1024,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg1024/network-snapshot.pkl,b8359720a06b45e1ea0e6f61f9a50091388658ce82df2520d8111380c84d59d4,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
71,7,A_to_B,A,B,1024,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/A_to_B/kimg1024/network-snapshot.pkl,b8359720a06b45e1ea0e6f61f9a50091388658ce82df2520d8111380c84d59d4,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
72,7,B_to_A,B,A,640,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0640/network-snapshot.pkl,b1e6d14bd40f9be40e40f76c6f745bd9cce9aa2e20ec9f4caf433fb2c597c1f9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
73,7,B_to_A,B,A,640,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0640/network-snapshot.pkl,b1e6d14bd40f9be40e40f76c6f745bd9cce9aa2e20ec9f4caf433fb2c597c1f9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
74,7,B_to_A,B,A,768,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0768/network-snapshot.pkl,0e22fc02959683fd56700529ccb2a8bfea99c0d6a8c3857266d0edebea0006d9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
75,7,B_to_A,B,A,768,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0768/network-snapshot.pkl,0e22fc02959683fd56700529ccb2a8bfea99c0d6a8c3857266d0edebea0006d9,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
76,7,B_to_A,B,A,896,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0896/network-snapshot.pkl,0ebed9494c0ae24873d4f7218c00bdfbe370918b9703b5a48cfaf3b5cf327bce,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
77,7,B_to_A,B,A,896,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg0896/network-snapshot.pkl,0ebed9494c0ae24873d4f7218c00bdfbe370918b9703b5a48cfaf3b5cf327bce,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
78,7,B_to_A,B,A,1024,1,,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg1024/network-snapshot.pkl,47e34297321394d9b4772c03ed9d7bc1dd3dd879d21b37f762a52041dfcfad7f,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
79,7,B_to_A,B,A,1024,2,0.821,/root/q256_switch_seed3_7_v3_formal_20260830_v1/seed7/B_to_A/kimg1024/network-snapshot.pkl,47e34297321394d9b4772c03ed9d7bc1dd3dd879d21b37f762a52041dfcfad7f,/root/q256_schedule_switch_assets/cifar10-32x32-canonical-08c9ed1b2b1c.zip,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,50000,0,49999,20260730,"kid50k_full,fid50k_full",fp32,d6aba02fb88e9db0993623895eb2228ed717d810,195ca2843791c0ea28ac5a87f3c9e0fb24a4fb8c9214b665331dbbd92648b32d,FROZEN_NOT_RUN
